Date,Day,Month,Year,data_4th_Digit,OE,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR
2000-6-24,24,6,2000,1,Odd,22.61,15.97,19.29,24.85,10.06,27.94,17.87,0.0
2000-6-28,28,6,2000,3,Odd,23.29,14.54,18.91,25.44,11.11,29.0,17.89,0.0
2000-7-1,1,7,2000,19,Even,24.15,16.65,20.4,26.44,11.77,29.83,18.07,0.0
2000-7-5,5,7,2000,12,Even,25.97,14.3,20.14,27.96,11.56,31.7,20.14,0.0
2000-7-8,8,7,2000,4,Odd,25.14,14.98,20.05,27.28,10.2,30.67,20.48,0.0
2000-7-12,12,7,2000,11,Odd,19.12,10.83,14.98,21.15,10.98,25.37,14.4,5.53
2000-7-15,15,7,2000,5,Odd,20.78,13.69,17.23,22.44,9.75,26.73,16.98,1.59
2000-7-19,19,7,2000,6,Even,23.49,9.77,16.63,25.28,14.78,30.86,16.08,0.0
2000-7-22,22,7,2000,10,Even,23.49,10.3,16.9,25.39,15.16,30.87,15.71,0.01
2000-7-26,26,7,2000,3,Odd,24.84,17.44,21.14,26.87,11.62,30.81,19.19,0.02
2000-7-29,29,7,2000,29,Odd,25.54,13.23,19.38,27.4,12.59,32.16,19.58,0.0
2000-8-2,2,8,2000,4,Odd,26.06,11.22,18.64,27.49,12.82,32.89,20.07,0.0
2000-8-5,5,8,2000,23,Even,22.77,15.07,18.92,23.47,8.77,26.77,18.0,8.81
2000-8-9,9,8,2000,18,Even,25.48,11.81,18.65,26.69,13.23,31.84,18.61,0.0
2000-8-12,12,8,2000,9,Even,26.53,14.65,20.59,28.34,13.34,33.49,20.15,0.9
2000-8-16,16,8,2000,14,Odd,27.73,10.49,19.12,29.23,15.51,35.63,20.12,0.02
2000-8-19,19,8,2000,5,Odd,28.86,13.9,21.37,30.01,12.56,35.72,23.15,0.0
2000-8-23,23,8,2000,11,Odd,29.77,13.71,21.74,30.27,12.68,35.98,23.3,0.0
2000-8-26,26,8,2000,4,Odd,28.51,15.14,21.82,29.8,12.97,35.11,22.14,0.0
2000-8-30,30,8,2000,8,Odd,24.94,14.03,19.49,26.79,12.3,31.19,18.9,0.0
2000-9-2,2,9,2000,28,Odd,23.52,14.64,19.08,24.94,11.73,29.83,18.1,0.0
2000-9-6,6,9,2000,7,Odd,19.42,7.55,13.48,21.07,13.88,26.45,12.57,0.0
2000-9-9,9,9,2000,3,Even,21.9,10.84,16.37,23.03,14.68,29.78,15.1,0.0
2000-9-13,13,9,2000,1,Odd,21.65,11.69,16.67,22.2,11.48,28.24,16.76,0.0
2000-9-16,16,9,2000,8,Odd,21.54,15.8,18.67,22.92,9.77,26.69,16.92,0.0
2000-9-20,20,9,2000,12,Odd,24.52,18.21,21.37,24.55,6.88,28.41,21.53,7.92
2000-9-23,23,9,2000,12,Odd,19.73,12.05,15.89,21.16,12.78,26.41,13.64,0.0
2000-9-27,27,9,2000,5,Even,20.7,12.33,16.51,21.84,13.23,28.08,14.85,0.0
2000-9-30,30,9,2000,25,Odd,19.24,17.3,18.26,18.92,4.16,21.63,17.47,25.97
2000-10-4,4,10,2000,2,Even,17.8,13.64,15.72,17.77,9.48,23.42,13.94,2.23
2000-10-7,7,10,2000,8,Odd,16.54,13.07,14.8,16.94,8.45,20.89,12.44,10.44
2000-10-11,11,10,2000,11,Even,16.8,13.2,15.0,17.05,7.23,20.45,13.22,4.59
2000-10-14,14,10,2000,24,Odd,23.01,13.15,18.08,22.19,8.94,28.3,19.36,0.08
2000-10-18,18,10,2000,15,Even,15.34,11.43,13.38,15.5,9.82,20.89,11.07,0.18
2000-10-21,21,10,2000,1,Even,17.1,11.91,14.51,16.33,9.23,22.09,12.87,0.04
2000-10-25,25,10,2000,2,Odd,14.87,11.58,13.23,14.66,9.79,19.96,10.17,0.01
2000-10-28,28,10,2000,6,Odd,16.62,12.12,14.37,15.72,8.85,21.81,12.97,0.04
2000-11-2,2,11,2000,2,Even,14.14,10.69,12.41,13.74,7.23,17.86,10.63,1.16
2000-11-4,4,11,2000,19,Even,14.39,10.44,12.41,14.18,7.43,17.33,9.9,2.41
2000-11-8,8,11,2000,22,Odd,12.55,9.19,10.87,12.26,5.05,15.06,10.01,9.18
2000-11-11,11,11,2000,9,Even,11.33,5.24,8.29,9.74,9.35,16.47,7.12,0.0
2000-11-15,15,11,2000,1,Even,16.07,15.08,15.58,15.44,5.66,19.03,13.37,0.94
2000-11-18,18,11,2000,3,Odd,11.8,7.81,9.8,11.48,4.45,14.26,9.81,2.09
2000-11-22,22,11,2000,14,Even,10.7,7.4,9.05,10.08,8.88,16.03,7.15,0.08
2000-11-25,25,11,2000,3,Even,10.53,7.4,8.97,9.41,5.84,14.25,8.4,0.29
2000-11-29,29,11,2000,13,Even,10.04,3.05,6.55,7.87,10.09,16.03,5.94,0.0
2000-12-2,2,12,2000,6,Even,12.15,9.65,10.9,11.06,7.41,16.67,9.26,0.41
2000-12-6,6,12,2000,9,Even,10.6,7.01,8.8,8.62,8.88,15.45,6.57,0.0
2000-12-9,9,12,2000,39,Odd,12.54,11.66,12.1,12.0,7.61,16.92,9.31,0.08
2000-12-13,13,12,2000,8,Odd,10.89,7.79,9.33,9.34,6.79,14.85,8.06,0.0
2000-12-16,16,12,2000,23,Odd,8.33,3.76,6.05,7.44,8.81,13.12,4.3,1.36
2000-12-20,20,12,2000,26,Odd,8.5,5.28,6.89,7.59,9.8,13.88,4.08,0.01
2000-12-23,23,12,2000,11,Even,3.69,-1.95,0.87,2.3,10.7,9.9,-0.8,0.0
2000-12-27,27,12,2000,1,Even,12.58,11.78,12.19,11.9,2.45,13.72,11.28,29.17
2000-12-30,30,12,2000,1,Odd,7.03,3.94,5.48,6.63,8.27,11.51,3.24,6.21
2001-1-3,3,1,2001,15,Odd,10.33,9.33,9.83,9.03,6.24,14.2,7.96,6.78
2001-1-8,8,1,2001,16,Odd,10.24,9.49,9.87,10.07,6.52,13.05,6.53,16.67
2001-1-10,10,1,2001,8,Odd,8.48,6.43,7.45,7.55,8.01,12.37,4.37,0.71
2001-1-13,13,1,2001,44,Odd,8.68,5.24,6.96,7.63,6.88,12.76,5.88,0.15
2001-1-17,17,1,2001,16,Odd,7.32,5.33,6.33,7.07,3.73,9.52,5.8,12.14
2001-1-20,20,1,2001,14,Even,8.06,5.05,6.55,7.48,8.23,13.13,4.9,0.5
2001-1-24,24,1,2001,29,Odd,10.05,8.91,9.48,9.45,8.63,14.36,5.73,0.0
2001-1-27,27,1,2001,2,Even,8.31,7.3,7.8,7.49,4.48,10.25,5.76,8.42
2001-1-31,31,1,2001,28,Even,6.67,2.65,4.66,6.75,8.53,11.99,3.46,0.42
2001-2-3,3,2,2001,2,Odd,4.12,0.97,2.54,3.02,8.86,8.04,-0.82,0.17
2001-2-7,7,2,2001,4,Odd,9.06,7.76,8.41,8.48,9.31,14.55,5.24,0.0
2001-2-10,10,2,2001,4,Odd,10.62,7.3,8.95,10.31,8.14,15.68,7.54,2.26
2001-2-14,14,2,2001,15,Even,10.0,3.89,6.94,8.62,10.38,15.5,5.12,0.02
2001-2-17,17,2,2001,9,Odd,8.36,5.46,6.91,7.35,8.5,12.3,3.8,0.01
2001-2-21,21,2,2001,6,Odd,6.94,0.79,3.86,6.78,11.29,12.85,1.56,0.0
2001-2-24,24,2,2001,25,Even,10.21,7.05,8.62,9.89,4.81,12.87,8.06,0.31
2001-2-28,28,2,2001,33,Odd,5.9,3.93,4.91,5.65,5.73,8.78,3.05,14.47
2001-3-3,3,3,2001,5,Even,14.24,11.69,12.97,13.75,5.66,17.14,11.47,0.06
2001-3-7,7,3,2001,32,Odd,12.19,8.75,10.47,12.16,10.05,17.96,7.9,0.04
2001-3-10,10,3,2001,18,Even,11.34,9.12,10.23,11.2,7.59,15.58,7.98,0.43
2001-3-14,14,3,2001,28,Even,11.02,8.74,9.88,10.56,8.62,15.95,7.33,0.0
2001-3-17,17,3,2001,8,Odd,12.61,10.03,11.32,12.46,7.8,17.49,9.69,0.6
2001-3-21,21,3,2001,39,Odd,12.73,11.39,12.05,12.76,7.28,16.65,9.37,0.52
2001-3-24,24,3,2001,2,Even,16.53,10.4,13.47,15.79,13.49,23.82,10.33,0.0
2001-3-28,28,3,2001,11,Even,12.62,10.33,11.47,13.15,8.45,17.23,8.78,0.87
2001-3-31,31,3,2001,12,Even,11.37,7.29,9.33,11.2,12.86,18.42,5.55,0.59
2001-4-4,4,4,2001,2,Odd,11.57,6.96,9.26,11.7,9.3,17.03,7.74,0.0
2001-4-7,7,4,2001,5,Odd,12.94,10.55,11.75,13.33,8.3,17.08,8.76,12.54
2001-4-11,11,4,2001,11,Odd,10.87,8.05,9.45,10.86,5.58,13.15,7.58,8.19
2001-4-14,14,4,2001,10,Even,7.18,3.41,5.3,7.68,6.39,9.28,2.88,18.29
2001-4-18,18,4,2001,10,Odd,10.07,3.12,6.59,11.31,14.35,17.19,2.83,0.03
2001-4-21,21,4,2001,2,Odd,9.41,3.63,6.52,10.02,8.09,13.42,5.32,0.62
2001-4-26,26,4,2001,4,Odd,15.87,10.26,13.06,16.51,10.86,22.12,11.26,0.0
2001-4-28,28,4,2001,2,Odd,15.79,10.73,13.26,16.8,9.32,21.23,11.9,0.39
2001-5-2,2,5,2001,2,Even,20.89,11.44,16.16,19.83,11.91,26.89,14.97,0.0
2001-5-5,5,5,2001,9,Odd,15.87,12.87,14.37,15.94,6.52,19.54,13.01,1.63
2001-5-9,9,5,2001,7,Even,17.58,11.92,14.75,18.3,12.38,23.74,11.37,0.78
2001-5-12,12,5,2001,3,Even,16.95,9.3,13.13,17.17,12.34,23.02,10.68,0.05
2001-5-16,16,5,2001,13,Odd,18.4,13.95,16.18,19.36,10.86,24.0,13.14,0.0
2001-5-19,19,5,2001,6,Even,22.61,13.94,18.27,22.19,13.42,29.05,15.63,0.03
2001-5-23,23,5,2001,8,Even,20.37,15.62,17.99,21.46,8.59,24.34,15.75,0.05
2001-5-26,26,5,2001,5,Odd,20.01,12.1,16.06,20.34,12.88,26.35,13.46,0.04
2001-5-30,30,5,2001,11,Even,22.8,13.3,18.05,22.95,11.06,28.36,17.3,0.0
2001-6-4,4,6,2001,36,Odd,16.68,5.87,11.27,17.93,13.77,23.47,9.69,0.0
2001-6-6,6,6,2001,7,Even,18.34,11.34,14.84,19.44,11.77,23.73,11.95,0.0
2001-6-9,9,6,2001,4,Odd,20.37,10.85,15.61,20.77,13.14,26.57,13.43,0.02
2001-6-13,13,6,2001,58,Even,21.94,12.9,17.42,21.67,10.12,27.38,17.26,1.03
2001-6-16,16,6,2001,7,Odd,22.16,12.27,17.22,22.79,12.84,28.37,15.53,0.0
2001-6-20,20,6,2001,25,Even,20.38,11.13,15.76,21.19,12.44,26.28,13.84,3.3
2001-6-23,23,6,2001,4,Even,21.87,14.65,18.26,23.56,12.41,27.66,15.25,0.0
2001-6-27,27,6,2001,16,Odd,26.56,13.46,20.01,27.32,11.0,32.34,21.34,0.0
2001-6-30,30,6,2001,22,Even,25.37,14.76,20.06,26.96,15.23,32.68,17.44,1.76
2001-7-4,4,7,2001,13,Odd,23.94,13.55,18.75,25.87,10.44,29.34,18.9,0.01
2001-7-7,7,7,2001,10,Even,25.26,16.82,21.04,26.84,10.5,30.62,20.12,0.0
2001-7-11,11,7,2001,7,Odd,25.19,14.8,19.99,26.89,13.67,31.98,18.31,0.0
2001-7-14,14,7,2001,1,Odd,26.7,12.33,19.51,28.39,14.23,33.69,19.46,0.0
2001-7-18,18,7,2001,4,Odd,23.32,14.88,19.1,25.46,10.84,28.48,17.65,0.0
2001-7-21,21,7,2001,3,Odd,23.19,11.9,17.55,25.23,13.7,30.01,16.32,0.0
2001-7-25,25,7,2001,39,Odd,25.62,10.76,18.19,27.26,12.49,32.26,19.77,0.01
2001-7-28,28,7,2001,27,Odd,28.05,14.02,21.04,29.69,12.68,34.51,21.83,0.02
2001-8-1,1,8,2001,5,Odd,28.8,12.32,20.56,30.55,15.49,36.46,20.97,0.0
2001-8-4,4,8,2001,5,Odd,28.02,16.23,22.12,29.8,12.04,34.16,22.12,0.0
2001-8-8,8,8,2001,1,Odd,26.74,14.8,20.76,29.04,12.2,33.19,20.99,0.0
2001-8-11,11,8,2001,21,Even,24.76,14.19,19.47,27.08,13.77,32.11,18.34,0.02
2001-8-16,16,8,2001,7,Even,27.58,13.67,20.62,29.4,12.95,34.9,21.94,0.0
2001-8-18,18,8,2001,6,Odd,25.94,16.43,21.18,27.72,9.72,31.4,21.69,0.02
2001-8-22,22,8,2001,10,Odd,26.21,16.15,21.19,27.67,9.24,31.09,21.85,2.28
2001-8-25,25,8,2001,1,Even,26.62,15.7,21.15,28.71,11.87,32.62,20.74,0.02
2001-8-29,29,8,2001,5,Odd,26.58,16.49,21.54,28.4,11.57,32.9,21.33,0.0
2001-9-1,1,9,2001,10,Odd,22.19,14.03,18.11,23.91,9.36,26.8,17.45,1.13
2001-9-5,5,9,2001,8,Odd,20.06,11.44,15.75,20.86,8.8,24.41,15.62,2.61
2001-9-8,8,9,2001,12,Odd,21.23,12.32,16.77,22.84,11.89,27.72,15.83,0.0
2001-9-12,12,9,2001,3,Even,18.87,8.77,13.82,20.4,12.35,25.29,12.93,0.0
2001-9-15,15,9,2001,2,Odd,18.75,10.87,14.81,19.78,9.27,24.11,14.83,3.4
2001-9-19,19,9,2001,10,Odd,16.98,7.23,12.11,17.33,13.41,23.49,10.08,0.07
2001-9-22,22,9,2001,22,Even,20.44,7.48,13.96,20.56,13.62,28.08,14.46,0.01
2001-9-26,26,9,2001,14,Even,18.27,11.94,15.11,19.17,10.2,23.99,13.78,1.18
2001-9-29,29,9,2001,3,Odd,19.51,10.88,15.19,19.81,12.77,26.05,13.27,0.08
2001-10-3,3,10,2001,14,Odd,20.68,13.19,16.94,21.4,10.61,27.19,16.58,0.01
2001-10-6,6,10,2001,3,Even,21.74,17.31,19.53,22.53,9.21,27.15,17.95,0.22
2001-10-10,10,10,2001,14,Even,20.46,15.71,18.08,20.62,8.81,25.12,16.3,2.62
2001-10-13,13,10,2001,13,Even,19.6,7.08,13.34,18.94,12.97,26.96,13.99,0.0
2001-10-17,17,10,2001,18,Even,18.19,14.19,16.19,18.27,7.23,22.04,14.8,0.01
2001-10-20,20,10,2001,16,Even,18.69,13.91,16.3,19.0,10.24,24.01,13.77,0.03
2001-10-24,24,10,2001,12,Even,17.83,13.32,15.58,18.22,9.16,23.15,13.98,1.81
2001-10-27,27,10,2001,25,Even,15.25,8.13,11.69,15.3,11.6,21.62,10.01,0.0
2001-10-31,31,10,2001,5,Odd,16.58,11.51,14.05,15.83,8.36,21.64,13.28,0.03
2001-11-3,3,11,2001,7,Odd,10.69,-1.45,4.62,10.98,12.98,18.73,5.75,0.0
2001-11-7,7,11,2001,8,Odd,14.09,10.48,12.29,14.13,5.13,17.69,12.55,0.64
2001-11-10,10,11,2001,1,Even,12.39,9.45,10.92,11.65,7.12,15.41,8.3,8.27
2001-11-14,14,11,2001,3,Even,9.97,4.18,7.07,10.43,11.7,16.28,4.58,0.25
2001-11-17,17,11,2001,1,Odd,11.44,7.92,9.68,11.14,12.41,18.39,5.98,0.01
2001-11-21,21,11,2001,14,Odd,9.05,3.81,6.43,8.76,11.55,15.3,3.75,0.01
2001-11-24,24,11,2001,6,Odd,5.01,-5.16,-0.08,4.24,10.6,10.7,0.1,0.02
2001-11-28,28,11,2001,21,Even,10.44,8.25,9.34,10.51,9.65,14.69,5.04,7.33
2001-12-1,1,12,2001,32,Odd,6.51,0.7,3.61,6.23,11.98,13.94,1.97,0.01
2001-12-5,5,12,2001,14,Even,9.97,6.05,8.01,9.15,10.23,16.42,6.19,0.01
2001-12-10,10,12,2001,5,Odd,3.44,-1.49,0.97,3.23,11.32,10.63,-0.69,0.09
2001-12-12,12,12,2001,4,Odd,3.65,-1.45,1.1,3.58,10.99,9.93,-1.07,0.1
2001-12-15,15,12,2001,1,Even,5.44,2.44,3.94,5.27,6.69,9.55,2.86,1.83
2001-12-19,19,12,2001,19,Odd,2.77,-3.45,-0.34,1.22,9.55,8.38,-1.17,0.0
2001-12-22,22,12,2001,3,Even,7.31,3.5,5.4,6.8,5.41,10.36,4.95,1.6
2001-12-27,27,12,2001,20,Odd,3.05,-0.81,1.12,2.98,7.77,6.49,-1.27,1.02
2001-12-29,29,12,2001,24,Odd,7.3,4.91,6.11,6.26,8.61,10.95,2.33,0.08
2001-12-31,31,12,2001,41,Odd,7.78,5.18,6.48,7.13,10.26,11.9,1.64,2.72
2002-1-2,2,1,2002,23,Odd,2.17,-4.32,-1.07,1.08,10.2,7.18,-3.02,0.0
2002-1-5,5,1,2002,50,Even,0.77,-6.12,-2.67,0.04,10.95,7.76,-3.19,0.0
2002-1-9,9,1,2002,15,Even,6.11,-3.2,1.45,2.83,9.22,12.15,2.94,0.0
2002-1-12,12,1,2002,12,Odd,4.48,-0.2,2.14,2.75,9.59,11.1,1.51,0.0
2002-1-16,16,1,2002,3,Odd,1.46,-2.53,-0.53,1.4,9.74,7.65,-2.1,3.15
2002-1-19,19,1,2002,15,Even,3.41,-1.06,1.18,1.96,11.39,9.8,-1.6,0.0
2002-1-23,23,1,2002,12,Odd,8.03,5.49,6.76,7.68,10.57,13.98,3.4,0.08
2002-1-26,26,1,2002,25,Odd,8.17,6.98,7.57,6.97,8.22,12.89,4.66,0.0
2002-1-30,30,1,2002,3,Odd,9.61,7.9,8.76,8.99,7.14,13.98,6.83,0.0
2002-2-2,2,2,2002,21,Even,8.57,5.39,6.98,8.0,12.39,15.4,3.01,0.02
2002-2-6,6,2,2002,29,Even,9.68,7.96,8.82,9.51,5.87,12.72,6.84,9.97
2002-2-9,9,2,2002,9,Odd,9.74,5.52,7.63,8.96,8.95,15.55,6.59,0.0
2002-2-13,13,2,2002,14,Odd,10.15,7.84,9.0,10.9,6.91,13.9,6.99,0.0
2002-2-16,16,2,2002,6,Odd,11.04,7.02,9.03,11.05,8.88,15.46,6.58,0.39
2002-2-20,20,2,2002,1,Even,8.05,4.06,6.05,8.26,9.95,12.98,3.02,0.52
2002-2-23,23,2,2002,14,Odd,8.84,4.87,6.85,7.75,7.0,12.64,5.64,0.14
2002-2-27,27,2,2002,29,Odd,10.51,8.16,9.33,10.83,8.51,15.59,7.09,0.0
2002-3-2,2,3,2002,19,Odd,12.94,8.03,10.48,12.58,10.91,19.0,8.1,0.0
2002-3-6,6,3,2002,5,Odd,12.9,9.4,11.15,13.3,8.79,16.16,7.37,0.64
2002-3-9,9,3,2002,44,Even,11.77,8.71,10.24,11.95,4.65,14.34,9.69,4.4
2002-3-13,13,3,2002,20,Even,12.07,5.6,8.83,12.26,12.07,19.19,7.12,0.0
2002-3-16,16,3,2002,5,Even,12.9,6.45,9.68,12.91,14.41,20.53,6.12,0.0
2002-3-20,20,3,2002,15,Odd,14.46,10.4,12.43,15.19,12.79,21.65,8.87,0.0
2002-3-23,23,3,2002,1,Even,9.97,0.76,5.37,10.29,10.59,14.88,4.3,0.08
2002-3-27,27,3,2002,3,Even,8.02,-0.68,3.67,9.26,12.62,14.61,1.98,0.63
2002-3-30,30,3,2002,30,Odd,10.8,0.98,5.89,11.71,14.93,18.76,3.83,0.0
2002-4-3,3,4,2002,15,Odd,13.03,3.65,8.34,13.04,10.08,18.36,8.28,0.18
2002-4-6,6,4,2002,19,Even,11.48,4.99,8.24,12.23,13.01,18.27,5.26,0.06
2002-4-10,10,4,2002,2,Odd,13.29,8.47,10.87,14.73,9.04,18.16,9.12,1.2
2002-4-13,13,4,2002,18,Odd,13.4,7.5,10.44,14.41,9.21,18.41,9.19,0.56
2002-4-17,17,4,2002,24,Odd,11.41,5.29,8.35,12.76,9.8,16.33,6.53,0.44
2002-4-20,20,4,2002,19,Odd,13.42,8.07,10.75,14.73,11.83,19.51,7.68,1.9
2002-4-24,24,4,2002,27,Even,15.56,6.62,11.09,16.24,11.8,21.35,9.55,0.98
2002-4-27,27,4,2002,21,Odd,13.83,11.01,12.42,14.07,7.71,17.95,10.25,1.54
2002-5-2,2,5,2002,7,Even,18.76,8.5,13.63,19.05,12.61,25.09,12.48,0.04
2002-5-4,4,5,2002,1,Odd,14.82,10.3,12.56,16.0,7.72,18.44,10.73,28.54
2002-5-8,8,5,2002,25,Odd,16.19,13.06,14.62,16.24,4.75,18.98,14.23,17.46
2002-5-11,11,5,2002,10,Even,18.31,10.44,14.37,19.11,11.33,24.22,12.89,0.21
2002-5-15,15,5,2002,23,Odd,20.42,10.4,15.41,21.11,14.48,27.72,13.24,0.0
2002-5-18,18,5,2002,13,Even,19.78,11.56,15.67,20.88,12.02,26.27,14.25,1.37
2002-5-22,22,5,2002,12,Even,20.33,12.24,16.29,21.48,11.98,26.62,14.63,0.01
2002-5-25,25,5,2002,40,Even,20.98,12.48,16.73,22.81,13.55,27.51,13.95,0.04
2002-5-29,29,5,2002,21,Even,18.2,9.8,14.0,19.86,14.07,25.18,11.11,0.0
2002-6-1,1,6,2002,38,Even,22.19,11.9,17.05,23.79,13.46,28.8,15.33,0.0
2002-6-5,5,6,2002,4,Odd,21.73,12.63,17.19,22.37,10.59,27.57,16.98,0.24
2002-6-8,8,6,2002,1,Odd,18.52,11.59,15.06,20.2,10.77,24.26,13.49,0.24
2002-6-12,12,6,2002,37,Even,21.97,14.14,18.05,23.94,11.88,28.21,16.34,0.17
2002-6-15,15,6,2002,8,Even,26.64,12.87,19.76,28.11,14.7,34.04,19.33,0.0
2002-6-19,19,6,2002,22,Even,28.26,13.65,20.95,29.58,12.55,34.44,21.89,0.0
2002-6-22,22,6,2002,16,Even,30.03,15.34,22.69,31.66,13.83,37.15,23.33,0.0
2002-6-26,26,6,2002,9,Even,26.73,18.19,22.46,28.98,10.34,31.57,21.23,0.56
2002-6-29,29,6,2002,1,Even,26.8,16.12,21.46,29.14,12.13,32.98,20.85,0.02
2002-7-3,3,7,2002,14,Odd,26.38,18.94,22.66,28.9,10.35,31.87,21.51,0.0
2002-7-6,6,7,2002,3,Even,23.11,14.81,18.96,25.67,10.56,28.32,17.76,0.07
2002-7-10,10,7,2002,19,Odd,26.37,13.55,19.96,28.5,11.59,32.35,20.76,0.0
2002-7-13,13,7,2002,21,Even,27.19,14.54,20.87,29.51,11.3,33.17,21.87,0.15
2002-7-17,17,7,2002,17,Odd,20.62,16.23,18.43,22.08,6.33,23.81,17.48,5.96
2002-7-20,20,7,2002,11,Odd,25.08,15.74,20.41,27.14,13.41,31.76,18.34,0.02
2002-7-24,24,7,2002,5,Even,25.45,17.69,21.58,27.4,10.41,31.12,20.73,1.69
2002-7-27,27,7,2002,11,Odd,22.91,9.64,16.27,24.39,12.45,29.15,16.69,0.01
2002-7-31,31,7,2002,8,Even,23.5,18.15,20.83,24.67,7.6,27.36,19.76,1.66
2002-8-3,3,8,2002,23,Even,27.12,15.29,21.21,27.53,11.04,33.17,22.13,0.11
2002-8-7,7,8,2002,7,Even,24.23,15.73,19.98,26.05,10.89,30.44,19.55,0.95
2002-8-10,10,8,2002,16,Even,21.08,17.3,19.19,21.35,5.95,24.81,18.87,22.5
2002-8-14,14,8,2002,5,Odd,23.98,14.68,19.33,25.9,12.2,30.58,18.37,0.0
2002-8-17,17,8,2002,15,Odd,24.79,14.91,19.85,26.51,12.41,30.97,18.55,0.73
2002-8-21,21,8,2002,17,Even,24.32,17.19,20.76,26.17,9.61,29.63,20.02,0.06
2002-8-24,24,8,2002,8,Even,24.19,17.59,20.89,25.55,8.77,28.94,20.16,0.79
2002-8-28,28,8,2002,1,Odd,21.03,17.79,19.4,21.84,5.8,24.81,19.01,32.78
2002-8-31,31,8,2002,21,Even,22.96,14.58,18.77,24.04,10.09,28.29,18.21,1.03
2002-9-4,4,9,2002,10,Odd,20.62,16.52,18.57,20.44,7.18,24.37,17.19,5.26
2002-9-7,7,9,2002,16,Even,19.76,15.12,17.44,19.98,5.7,23.08,17.38,1.85
2002-9-11,11,9,2002,16,Odd,22.26,16.15,19.21,22.41,8.09,26.55,18.46,0.16
2002-9-14,14,9,2002,20,Even,18.51,11.97,15.24,19.4,11.22,24.42,13.2,0.03
2002-9-18,18,9,2002,11,Odd,20.62,14.4,17.51,21.35,11.56,26.81,15.26,0.01
2002-9-21,21,9,2002,1,Odd,21.71,18.57,20.14,22.45,8.42,26.55,18.13,1.72
2002-9-25,25,9,2002,23,Even,15.92,11.33,13.63,16.19,5.22,19.15,13.94,2.06
2002-9-28,28,9,2002,34,Even,14.74,7.9,11.33,15.06,11.74,21.46,9.72,4.07
2002-10-2,2,10,2002,14,Odd,16.14,11.02,13.58,16.56,12.19,22.4,10.23,0.0
2002-10-5,5,10,2002,9,Even,17.31,11.58,14.44,17.57,8.93,22.57,13.64,0.86
2002-10-9,9,10,2002,21,Odd,16.4,13.67,15.04,16.26,5.22,19.62,14.4,8.43
2002-10-12,12,10,2002,1,Even,14.86,10.98,12.92,15.0,9.73,20.33,10.59,1.47
2002-10-16,16,10,2002,10,Odd,16.92,14.42,15.67,17.15,9.04,22.33,13.29,0.05
2002-10-19,19,10,2002,10,Odd,14.94,10.2,12.57,14.33,7.88,19.8,11.92,0.04
2002-10-23,23,10,2002,40,Odd,16.95,14.44,15.7,16.69,6.62,21.04,14.41,1.62
2002-10-26,26,10,2002,27,Even,16.83,14.53,15.68,16.64,7.78,21.37,13.59,0.17
2002-10-30,30,10,2002,13,Even,14.95,12.11,13.53,14.67,9.27,19.68,10.41,0.08
2002-11-2,2,11,2002,1,Odd,15.19,13.54,14.37,15.0,7.72,19.33,11.62,2.25
2002-11-6,6,11,2002,11,Odd,7.88,1.15,4.51,8.3,11.39,14.22,2.83,0.03
2002-11-9,9,11,2002,12,Even,8.11,2.8,5.45,8.03,11.06,14.26,3.19,0.0
2002-11-13,13,11,2002,5,Odd,14.01,12.98,13.49,13.65,7.82,17.96,10.15,0.03
2002-11-16,16,11,2002,5,Odd,17.22,14.15,15.69,16.43,5.74,19.51,13.76,1.82
2002-11-20,20,11,2002,18,Odd,12.85,10.73,11.79,12.49,5.8,16.23,10.44,1.41
2002-11-23,23,11,2002,14,Odd,11.9,9.46,10.68,11.3,7.03,16.24,9.21,0.02
2002-11-27,27,11,2002,10,Even,15.15,11.04,13.09,13.8,7.93,20.09,12.16,1.94
2002-11-30,30,11,2002,17,Even,10.45,7.87,9.15,9.13,4.36,12.78,8.41,8.46
2002-12-3,3,12,2002,4,Even,8.84,6.34,7.59,8.42,4.7,11.84,7.14,4.27
2002-12-5,5,12,2002,14,Odd,9.72,4.84,7.28,7.49,8.75,14.85,6.09,0.5
2002-12-7,7,12,2002,6,Odd,10.13,7.26,8.69,9.41,6.96,14.76,7.8,1.0
2002-12-10,10,12,2002,22,Even,8.73,5.08,6.9,8.33,8.36,13.37,5.01,0.25
2002-12-12,12,12,2002,3,Odd,10.56,9.54,10.05,10.15,2.97,11.65,8.68,33.14
2002-12-14,14,12,2002,14,Odd,8.28,5.12,6.7,7.59,8.78,13.44,4.65,0.02
2002-12-17,17,12,2002,5,Odd,9.55,8.15,8.85,8.68,6.02,12.58,6.55,0.44
2002-12-19,19,12,2002,18,Odd,4.56,-0.23,2.17,3.96,10.41,11.23,0.83,0.05
2002-12-21,21,12,2002,2,Odd,8.13,5.76,6.95,7.76,3.77,10.35,6.58,0.28
2002-12-24,24,12,2002,1,Even,11.65,10.9,11.27,11.23,3.69,14.01,10.32,3.68
2002-12-27,27,12,2002,33,Even,10.06,9.06,9.56,9.24,6.08,13.01,6.93,0.56
2002-12-28,28,12,2002,14,Odd,11.69,10.86,11.27,10.62,3.12,12.8,9.69,10.21
2002-12-31,31,12,2002,24,Odd,10.01,9.37,9.69,9.22,4.21,11.48,7.27,11.11
